id,courseCode,courseName,credits,campus,school,subject,courseDescription,coursePrerequisite,offeredJointlyWith,quarters,genEdReq,curriculum,overlappingCourses,createdAt,updatedAt
6f1adc6f-b02d-472c-9811-ec9b66de6562,B NURS 509,Ethics and Policy in Advanced Nursing Practice,4,bothell,School of  Nursing and Health Studies,Nursing (Bothell Campus) (B NURS),"Prepares advance practice nurses to understand, promote, and develop ethics and health policy in healthcare structures through the lens of the ANA Code of Ethics. Examines the organization of the US healthcare system with special attention to policy development. Explores the nature of ethical citizenship in a complex healthcare environment.",None,,"{""Winter 2026""}",None,"NURSING (BOTHELL CAMPUS), bothell campus",,2025-10-28 05:08:32.464,2025-10-28 05:51:43.698
fbf7ce47-59ac-4292-995b-ec154f0b1e1f,B NURS 520,Translational Research I,4,bothell,School of  Nursing and Health Studies,Nursing (Bothell Campus) (B NURS),"Analyzes conceptual, theoretical, and empirical knowledge as a basis for evidence-based practice. Examines methodological approaches to research applied to nursing practice. Evaluates the role of advanced practice nurses in research. First of a two-quarter sequence in translating research scholarship into nursing practice.",A course in statistics.,,"{""Winter 2026""}",None,"NURSING (BOTHELL CAMPUS), bothell campus",,2025-10-28 05:08:32.686,2025-10-28 05:51:43.91
c76c02eb-928c-47ef-b71f-653a804917f6,B NURS 591,Advanced Fieldwork and Capstone II,4,bothell,School of  Nursing and Health Studies,Nursing (Bothell Campus) (B NURS),Provides substantive field experience in a setting of interest in alignment with competencies required for a selected advanced nursing role. Assists students in delineating master's level nursing practice roles and translating and integrating scholarship into practice knowledge. Students will complete the practice portion of the capstone project and prepare literature review and initial project report.,BNURS 590.,,"{""Winter 2026""}",None,"NURSING (BOTHELL CAMPUS), bothell campus",,2025-10-28 05:08:32.907,2025-10-28 05:51:44.134
9704811e-518f-4f67-8c44-f8b72929ca66,B BIO 180,Introductory Biology I,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Biology - UW Bothell (B BIO),"For students intending to take advanced courses in the biological sciences or enroll in pre-professional programs. Mendelian genetics, evolution, biodiversity of life forms, ecology, conservation biology. First course in a three-quarter series (B BIO 180, B BIO 200, B BIO 220).",None,,"{""Winter 2026""}",(NSc) Natural Science,"BIOLOGY - UW BOTHELL, bothell campus",T BIOL 120,2025-10-28 05:08:33.196,2025-10-28 05:51:44.418
4adac3d4-baa3-468c-9c1b-35860b9d552e,B BIO 200,Introductory Biology II,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Biology - UW Bothell (B BIO),"For students intending to take advanced courses in the biological sciences or enroll in pre-professional programs. Metabolism and energetics, structure and function of biomolecules, cell structure and function, animal development. Second course in a three-quarter series (B BIO 180, B BIO 200, B BIO 220).","B BIO 180; B CHEM 143; and B CHEM 153, which may be taken concurrently.",,"{""Winter 2026""}",(NSc) Natural Science,"BIOLOGY - UW BOTHELL, bothell campus",T BIOL 130,2025-10-28 05:08:33.427,2025-10-28 05:51:44.91
1961f506-2f04-4cb7-8b4b-a01fcf03deb6,B BIO 320,Behavioral Neuroscience,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Biology - UW Bothell (B BIO),"An exploration of how brain cells and their connections form functional neural networks to control and modulate behavior in both humans and non-human animals. Takes both bottom-up and top-down approaches to understand how the nervous system facilitates, regulates, and modulates sensation and perception, muscle movement, vision, learning and memory, wanting and liking, drug addiction, and belief.",B BIO 220.,,"{""Winter 2026""}",(NSc) Natural Science,"BIOLOGY - UW BOTHELL, bothell campus",NEUSCI 302,2025-10-28 05:08:33.652,2025-10-28 05:51:45.481
5c897087-8431-4c54-b0ab-a0fcdedf8a94,B NURS 420,Health Policy and the Organization of Healthcare,5,bothell,School of  Nursing and Health Studies,Nursing (Bothell Campus) (B NURS),"Overview of health policy and the organization of healthcare systems including structure, financing, and regulation. Introduces roles and approaches for healthcare professionals to participate in organizational, community, governmental health policy activities. Strategies emphasized include collaboration, partnership, and teamwork to affect policy change and improve service access, delivery, and outcomes.",None,,"{""Winter 2026""}",(SSc) Social Science,"NURSING (BOTHELL CAMPUS), bothell campus",T NURS 460,2025-10-28 05:08:31.002,2025-10-28 05:51:42.197
b15f69c7-042f-48f2-a462-1d49ef9dd06d,B BIO 355,Behavioral Endocrinology,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Biology - UW Bothell (B BIO),"Explores how endocrine and neural systems interact to modulate complex behavior. Takes a comparative approach, covering the endocrine and neural bases of behavior in multiple vertebrate taxa. Topics are introduced in lecture then explored through student-led discussion of primary and secondary literature.",B BIO 200.,,"{""Winter 2026""}",(NSc) Natural Science,"BIOLOGY - UW BOTHELL, bothell campus",,2025-10-28 05:08:34.551,2025-10-28 05:51:46.702
c1aa7bb5-e128-4c3f-9e47-cdc1064f02ee,B BIO 360,Introduction to Genetics,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Biology - UW Bothell (B BIO),"Explores principles of heredity including gene transmission, classical genetics, mutation, chromosomal mapping, and molecular genetics, including recombinant DNA and DNA analysis.",Minimum grade of 2.0 in B BIO 200.,,"{""Winter 2026""}",(NSc) Natural Science,"BIOLOGY - UW BOTHELL, bothell campus",,2025-10-28 05:08:34.771,2025-10-28 05:51:46.919
fb585066-c28d-479d-9137-b77a4e37915c,B BIO 365,Biochemistry II,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Biology - UW Bothell (B BIO),"Second quarter of biochemistry, covering chemistry of major metabolic pathways, including glycolysis, the Krebs cycle, electron, transport, and metabolism of amino acids and fatty acids.",B BIO 364/B CHEM 364.,B CHEM 365,"{""Winter 2026""}",None,"BIOLOGY - UW BOTHELL, bothell campus",,2025-10-28 05:08:34.985,2025-10-28 05:51:47.137
aeb94fa7-7001-4f91-8f16-ee24744b891e,B BIO 372,Stem Cells,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Biology - UW Bothell (B BIO),"Explores stem cell biology, molecular and cellular research techniques, disease pathology, and stem cell therapies. Emphasis on primary literature and student led projects.",B BIO 200 and B BIO 220.,,"{""Winter 2026""}",None,"BIOLOGY - UW BOTHELL, bothell campus",,2025-10-28 05:08:35.204,2025-10-28 05:51:47.37
a0800249-616e-49d2-9e91-1ae102f328db,B BIO 466,Evolution,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Biology - UW Bothell (B BIO),"Explores evolution using experiments and simple algebraic models, explains processes underlying observed patterns (e.g., evolution of HIV), predicts outcomes (e.g., health and crop management), and depicts and interprets relationships.",B BIO 180.,,"{""Winter 2026""}","(NSc) Natural Science, (RSN) Reasoning","BIOLOGY - UW BOTHELL, bothell campus",,2025-10-28 05:08:35.644,2025-10-28 05:51:47.804
677a4430-7bf2-4a2d-8881-1fd48283be89,B BIO 470,Microbiology II: Microbial Interactions,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Biology - UW Bothell (B BIO),"Covers microbial genetics and genomics, methods in microbial ecology and evolution, virology, symbiosis, pathogenesis, evolution of cooperation and virulence. Requires reading primary literature in microbiology and evolution. Includes development of scholarship and grant writing skills in microbiology.",B BIO 370.,,"{""Winter 2026""}",(W) Additional Writing - see section details below,"BIOLOGY - UW BOTHELL, bothell campus",,2025-10-28 05:08:35.875,2025-10-28 05:51:48.017
edaccdd8-0bd7-40b6-814e-3f89f28eaeec,B BIO 495,Investigative Biology,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Biology - UW Bothell (B BIO),Provides research experience in Biology. Topic and research methods vary.,"B BIO 220; and either B MATH 215, B HLTH 215, or STMATH 341.",,"{""Winter 2026""}","(NSc) Natural Science, (RSN) Reasoning","BIOLOGY - UW BOTHELL, bothell campus",,2025-10-28 05:08:36.099,2025-10-28 05:51:48.228
fa2ffb8e-aafb-4ff1-ad6a-4c590ff85ad3,B BIO 498,Independent Study in Biology,1-5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Biology - UW Bothell (B BIO),independent study on a topic or area agreed upon by the instructor and student.,B BIO 220.,,"{""Winter 2026""}",None,"BIOLOGY - UW BOTHELL, bothell campus",,2025-10-28 05:08:36.474,2025-10-28 05:51:48.588
5e030f8f-9fe1-4053-ba45-31c73f24edc2,B BIO 499,Undergraduate Research in Biology,1-5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Biology - UW Bothell (B BIO),Undergraduate research on a topic agreed upon by the instructor and student.,B BIO 220.,,"{""Winter 2026""}",None,"BIOLOGY - UW BOTHELL, bothell campus",,2025-10-28 05:08:36.787,2025-10-28 05:51:48.879
673060b5-2e58-434a-bf11-8cc7ed450d0b,CSS 475,Database Systems,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Methods for obtaining requirements and designing database systems; differences between hierarchical, relational, and network database designs; techniques for designing and coding effective reporting procedures.",CSS 360 or B IMD 351.,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",TBANLT 411,2025-10-28 05:08:46.711,2025-10-28 05:51:58.554
9490aedd-c97a-49b4-a8f7-59e7f87af132,B BIO 351,Principles of Anatomy and Physiology I,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Biology - UW Bothell (B BIO),"Examines basic principles of anatomy and physiology at the cellular, tissue, and organismal levels. Considers adaptations in a broad range of animals, including humans, covering homeostasis, endocrinology, cellular neuroscience, higher brain function, sensory systems, and reproduction.",B BIO 220.,,"{""Winter 2026""}",(NSc) Natural Science,"BIOLOGY - UW BOTHELL, bothell campus",,2025-10-28 05:08:34.086,2025-10-28 05:51:45.906
f53dae5a-26ad-4a0c-99be-5349dcccf5b6,B BIO 352,Principles of Anatomy and Physiology II,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Biology - UW Bothell (B BIO),"Examines anatomy and physiology at the cellular, tissue, and organismal levels. Considers adaptations in a range of animals, including humans, covering skeletal systems, muscle physiology, cardiovascular systems, respiration, osmoregulation, digestion, and energy balance.",B BIO 220 or BIOL 220.,,"{""Winter 2026""}",(NSc) Natural Science,"BIOLOGY - UW BOTHELL, bothell campus",,2025-10-28 05:08:34.305,2025-10-28 05:51:46.342
9f790884-c97d-493e-8c1d-3131c515fa38,CSS 112,Introduction to Programming for Scientific Applications,4,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Introduces programming concepts using a discipline-specific computer language with an emphasis on scientific applications. Includes topics such as programming fundamentals (control structures, data types and representation, operations, functions and parameters) and introductory software engineering concepts (specifications, design, testing).",None,,"{""Winter 2026""}","(NSc) Natural Science, (RSN) Reasoning","COMPUTING & SOFTWARE SYSTEMS, bothell campus",CSS 132; CSS 142; CSE 142; CSE 160; and TCSS 142,2025-10-28 05:08:37.737,2025-10-28 05:51:49.806
c4c6d728-94dc-4faa-b452-886f2f16ef0d,CSS 133,Computer Programming for Engineers II,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Transition from basic programming skills to a rigorous process of software development. Familiarization wit higher level programming techniques (recursion, generic programming, stacks, queues, trees, searching, and sorting). Emphasizes connection between algorithmic thought and implementation. Engineering applications are emphasized. Co-requisite: CSSSKL 133.",A minimum grade of 2.0 in CSS 132.,,"{""Winter 2026""}","(NSc) Natural Science, (RSN) Reasoning","COMPUTING & SOFTWARE SYSTEMS, bothell campus",CSS 123; CSS 143; CSE 143; T INFO 473; and TCSS 143,2025-10-28 05:08:38.174,2025-10-28 05:51:50.236
93cf20ce-1b18-41d6-9f64-952b19fb163d,CSS 142,Computer Programming I,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Introduces programming concepts within social, cultural, scientific, mathematical, and technological context. Topics include programming fundamentals (control structures, data types and representation, operations, functions and parameters), computer organization, algorithmic thinking, introductory software engineering concepts (specifications, design, testing), and social and professional issues. Co-requisite: CSSSKL 142.",None,,"{""Winter 2026""}","(NSc) Natural Science, (RSN) Reasoning","COMPUTING & SOFTWARE SYSTEMS, bothell campus",CSS 112; CSS 132; CSE 121; and CSE 142,2025-10-28 05:08:38.39,2025-10-28 05:51:50.447
9e1de178-75a1-42d0-ad28-7c0ee6e9726f,CSS 143,Computer Programming II,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Transition from basic programming skills to a rigorous process of software development. Familiarization with higher level programming techniques (recursion, generic programming, stacks, queues, trees, searching, and sorting). Emphasizes connection between algorithmic thought and implementation. Co-requisite: CSSSKL 143.","A minimum grade of 2.7 in either CSS 142 or CSE 142, or a minimum score of 4 on the AP Computer Science A exam.",,"{""Winter 2026""}","(NSc) Natural Science, (RSN) Reasoning","COMPUTING & SOFTWARE SYSTEMS, bothell campus",CSS 123; CSS 133; CSE 122; CSE 123; and T INFO 473,2025-10-28 05:08:38.832,2025-10-28 05:51:50.879
e000d306-12eb-4ca3-a6f8-e14cace65793,CSS 173,Fundamentals of Programming Theory and Applications,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Fundamental concepts and techniques for analysis, design and implementation of computer programming. May not be repeated.","Either CSS 142, CSE 122, or CSE 142.",,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:39.278,2025-10-28 05:51:51.312
378fce49-c811-414d-952a-f215023db078,CSS 198,Supervised Study,1-5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),Supervised exploration of computing-related topic or concept.,None,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:39.498,2025-10-28 05:51:51.526
b6597876-d72e-40ac-8695-47d7a15432b4,CSS 199,Computing Research,1-5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),Exploration of computing research activities and processes as specified in a contract with a faculty member.,None,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:39.79,2025-10-28 05:51:51.811
4acdc999-cae0-4d09-8f3b-c022555cbc98,CSSSKL 133,Computer Programming for Engineers Skills II,1,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems Skills (CSSSKL),Strengthens computer programming and problem-solving skills through critical thinking and programming practice. Engineering applications are emphasized. Co-requisite: CSS 133,A minimum grade of 2.0 in CSS 132.,,"{""Winter 2026""}",(RSN) Reasoning,"COMPUTING & SOFTWARE SYSTEMS SKILLS, bothell campus",,2025-10-28 05:08:54.062,2025-10-28 05:52:05.762
b47b8a36-bacd-457b-9038-33ce592d158e,CSS 107,Introduction to Programming through Animated Storytelling,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Introduces the fundamentals of programming using storytelling in virtual worlds; includes creation of characters, games, short stories, storyboards, 3-D motion, classes, methods, and functions. Contemporary topics vary addressing social, scientific, and ethical issues of information technology.",None,,"{""Winter 2026""}","(A&H) Arts and Humanities, (RSN) Reasoning","COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:37.225,2025-10-28 05:51:49.305
82ca6284-21fa-43f6-9719-4ae7d392af7b,CSS 110,Introduction to Cybersecurity,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Introduces cybersecurity topics including hacking, social networking, privacy, cryptography, legal aspects, social implications, password management, digital forensics, computer networking, wireless security, and ethical issues. Focuses on various methods and techniques to address cybersecurity threats. No technical experience needed.",None,,"{""Winter 2026""}",(SSc) Social Science,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",T INFO 110,2025-10-28 05:08:37.523,2025-10-28 05:51:49.589
12c56b8b-5c99-4ce9-b189-54206da762dc,CSS 295,K-12 Computing Education,2,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),Collaboration with community partners to develop computing education opportunities for K-12 students. Curriculum development and basic computing education environments.,"Either CSS 143, which may be taken concurrently, or a minimum grade of 3.0 in CSS 142.",,"{""Winter 2026""}",(DIV) Diversity and (RSN) Reasoning,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:40.599,2025-10-28 05:51:52.599
1ed9f399-545b-457c-8b1a-c02113817661,CSS 301,Technical Writing for Computing Professionals,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Explores the most effective methods of communication based on the common expectations for computing and other engineering professionals. Examines various writing patterns commonly used in technical writing, including compare/contrast, persuasive, process, instructions, and problem/solution, and when/why is used.","Either B CUSP 135, B WRIT 135, ENGL 141, ENGL 182, ENGL 197, ENGL 198, ENGL 199, or HCDE 231.",,"{""Winter 2026""}",(W) Additional Writing - see section details below,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:40.815,2025-10-28 05:51:52.815
5a484bf8-2d56-42ec-903a-09b59adae141,CSS 310,Information Assurance and Cybersecurity,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Provides theoretical and practical introduction to information assurance and cybersecurity (IAC). Includes methods and practices for securing information and information systems. Covers how vulnerabilities arise, recognizing evolving threats, and mitigating them. Explores the role of risk analysis, information privacy, accountability, and policy.",None,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",INFO 310 and T INFO 310,2025-10-28 05:08:41.265,2025-10-28 05:51:53.247
fe2e29ad-bb9d-43f6-95cd-30c1a1a5b4f4,CSS 315,"Cybersecurity Ethics, Policy, and Law",5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Examines ethics, policy, and law from a cybersecurity perspective, including topics such as: ethics frameworks and philosophical perspectives; professional ethical obligations; ethical decision making; ethical hacking; policy development and implementation; privacy; legal and regulatory issues; state, national, and international cybersecurity law; intellectual property, and cybercrime.",Either B WRIT 134 or B WRIT 135.,,"{""Winter 2026""}",(SSc) Social Science,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",INFO 351; JSIS B 358; and TCSS 325,2025-10-28 05:08:41.554,2025-10-28 05:51:53.539
9433ee1d-19e9-4dd9-ace0-751302336afe,CSS 337,Secure Systems,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Prepares students for deploying and operating secure systems on a heterogeneous distributed infrastructure. Covers cybersecurity principles, methods, and tools used to protect against and detect external and internal threats. Addresses ethical and professional issues for cybersecurity personnel. Assumes students have basic computer administration skills.","Either CSS 142, CSE 142, or CSS 161; and CSS 310.",,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:41.783,2025-10-28 05:51:53.754
956ac62d-bab6-4ab3-850a-362c78c9c184,CSS 340,Applied Algorithmics,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Extends the principles of programming and discrete math (e.g., programming languages, recursion, sorting, computational complexity, mathematical induction, logic concepts, set theory, hash tables, etc.) and applies them to the development, analysis, and implementation of data structures and efficient software.","Either a minimum grade of 2.0 in CSS 123 and CSSSKL 123, or a minimum grade of 2.5 in either CSS 133, CSS 143, CSE 143, or CSS 162; and a minimum grade of 2.5 in either STMATH 124 or MATH 124.",,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",T INFO 473,2025-10-28 05:08:42.004,2025-10-28 05:51:53.969
7fa7aef9-19f0-4c38-929f-6c02d582bff4,CSS 342,"Data Structures, Algorithms, and Discrete Mathematics I",5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Integrating mathematical principles with detailed instruction in computer programming. Explores mathematical reasoning and discrete structures through object-oriented programming. Includes algorithm analysis, basic abstract data types, and data structures. May not be repeated.","A minimum grade of 2.8 in either CSS 133, CSS 143, CSE 143, or CSS 162; and minimum grade of 2.5 in either STMATH 125 or MATH 125.",,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",T INFO 473,2025-10-28 05:08:42.228,2025-10-28 05:51:54.187
22a07a52-3cfb-4783-b3bd-382f47ec9437,CSS 343,"Data Structures, Algorithms, and Discrete Mathematics II",5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Develops competencies associated with problem-solving, algorithms, and computational models. Explores algorithm development and analysis; abstract data types including trees, priority queues, heaps, graphs, and hash tables; use of object-oriented design/programming and design patterns; regular expressions; and language modeling.","CSS 301, which may be taken concurrently; and a minimum grade of 2.0 in CSS 342.",,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:42.593,2025-10-28 05:51:54.543
7d4bee70-2b28-466d-b5df-5e281c716089,CSS 350,Management Principles for Computing Professionals,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Through a team software project, explores critical interpersonal, communication, leadership, decision-making, social, and cultural theories drawn from contemporary research in anthropology, sociology, psychology, and business.","CSS 301, which may be taken concurrently; may not be repeated.",,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:43.031,2025-10-28 05:51:54.992
e4d441bf-2be3-4d59-982b-e946fce69b1a,CSS 290,Topics in Computing,1-5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),Examines current topics and issues associated with computing that are of broad relevance.,None,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:40.373,2025-10-28 05:51:52.383
008b5ec8-eaf3-47e0-ae88-14d6226184bf,CSS 371,The Business of Technology,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Methods for aiding software development, communicating progress to customers/management, and developing marketing strategies for the product. Incorporates social, psychological, and ethical issues. May not be repeated.",None,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:44.138,2025-10-28 05:51:56.077
fcc5770b-9933-4afa-ad2f-882f80a9d6a3,CSS 382,Introduction to Artificial Intelligence,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Principal ideas and developments in artificial intelligence, such as problem solving, knowledge representation, search, reasoning under uncertainty, learning, and natural language processing.","Either a minimum grade of 2.0 in CSS 340, or a minimum grade of 2.0 in CSS 342.",,"{""Winter 2026""}",(RSN) Reasoning,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",CSE 415; CSE 473; and TCSS 435,2025-10-28 05:08:44.361,2025-10-28 05:51:56.3
e0d5a3f3-fb09-406b-83cc-f2d637e578fa,CSS 397,Computing Internship,1-5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Elective internship project as delineated in a contract between student, faculty advisor, and community sponsor.",CSS 301; CSS 360; and either CSS 340 or CSS 342,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:44.594,2025-10-28 05:51:56.516
940b5974-3e97-4ac6-b21b-4a2b40c30403,CSS 415,Emerging Topics in Information Assurance and Cybersecurity,1-5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),Explores emerging topics and unique subjects in information assurance and cybersecurity (IAC) not otherwise covered in the IAC curriculum.,"Either CSS 310, INFO 310, or T INFO 310.",,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:44.824,2025-10-28 05:51:56.729
9b883304-9ef5-4f37-8d20-887e6ef227ed,CSS 421,Introduction to Hardware and Operating Systems,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),An introduction to the architecture of modern microprocessors and operating systems. Examines the basic theories and concepts of how hardware and software cooperatively interact to accomplish real-world tasks.,CSS 301; and either CSS 340 or CSS 342.,,"{""Winter 2026""}",(NSc) Natural Science,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:45.045,2025-10-28 05:51:56.957
0c9001c5-c946-4614-96ef-0a5ff6cf2e32,CSS 422,Hardware and Computer Organization,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"An introduction to the architecture, operation, and organization of a modern computing machine. Topics covered include basic logic operations, state-machines, register models, memory organization, peripherals, and system issues. Assembly language taught in order to understand the instruction set architecture and memory model of the computer. May not be repeated.",CSS 342.,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:45.375,2025-10-28 05:51:57.171
73ea81fc-40d2-4986-b7af-0e1c7fda9756,CSS 430,Operating Systems,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Principles of operating systems, including process management, memory management, auxiliary storage management, and resource allocation. Focus on the structure of the popular desktop and real-time operating systems. May not be repeated.",A minimum grade of 2.0 in CSS 343.,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",CSE 451 and TCES 420,2025-10-28 05:08:45.666,2025-10-28 05:51:57.462
2efbdf08-db7b-4ec9-a2b7-f47a1b6bbcb6,CSS 432,Network Design and Programming,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Examines OSI architecture, TCP/IP protocols, data link networks, packet switching, routing, routing protocols, security, performance evaluation, flow control, and congestion control. Networks are explored in the context of protocol development, implementation, writing of functionality, and inter-process communication facilities (e.g., sockets, pipes, RPC). Oriented toward networking programming and performance evaluation experiments.",A minimum grade of 2.0 in CSS 343.,,"{""Winter 2026""}",(RSN) Reasoning,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:46.039,2025-10-28 05:51:57.823
704dd1d9-4f78-402a-98b3-6d011c669917,CSS 436,Cloud Computing,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Pragmatic, program-oriented overview of cloud computing covering key cloud technologies and components which enable and constitute the cloud (such as virtualization, compute, storage, network, and security). Evaluation of trade-offs in building, migrating to, and using cloud services and systems. Investigation of architectural and theoretical underpinnings of cloud services, including choices in monitoring, scalability and availability.",Either CSS 430 or CSS 432.,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",TCSS 462,2025-10-28 05:08:46.253,2025-10-28 05:51:58.039
257ff923-2b87-4213-95fa-b81a1b629997,CSS 444,Analyzing Biases in the Age of Digital Data,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Introduction to the algorithms of machine learning that are applied in the real world, considering biases, methodological limitations, and pitfalls of data. It provides students with a framework for analyzing the social, political issues, enabling them to think critically about ethical boundaries. The topics of the course draw from classical statistics, machine learning, ethics and privacy.",CSS 301; and either CSS 340 or CSS 342.,,"{""Winter 2026""}",(DIV) Diversity,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",STAT 303,2025-10-28 05:08:46.491,2025-10-28 05:51:58.341
76c808c4-48e0-41d2-b235-af6232c386d8,CSS 370,Analysis and Design,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Methods and tools to capture and communicate requirements, proposed solutions, and design to management, customers, and software developers. Data, process, and object modeling using languages such as data flow diagrams, entity/relationship diagrams, and unified modeling language use cases and class and sequence diagrams.",Prerequisite: 2.0 in CSS 301; 2.0 in CSS 342 or CSS 340; 2.0 in CSS 360; may not be repeated.,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:43.846,2025-10-28 05:51:55.793
